WORKSHEET,CATEGORY,SUBCATEGORY,DATA_TYPE,96_FIELD_NAME,10_FIELD_NAME,FIELD DESCRIPTION ,WKSHT CD,LINE,COLUMN
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_50,Operating Room,D00A185,05000,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_51,Recovery Room,D00A185,05100,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_52,Delivery Room and Labor Room,D00A185,05200,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_53,Anesthesiology,D00A185,05300,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_54,Radiology-Diagnostic,D00A185,05400,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_55,Radiology-Therapeutic,D00A185,05500,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_56,Radioisotope,D00A185,05600,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_57,CT Scan,D00A185,05700,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_58,MRI,D00A185,05800,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_59,Cardiac Catheterization,D00A185,05900,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_60,Laboratory,D00A185,06000,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,NUMERIC,,D_5_HOS_C4_61,PBP Clinical Lab Services Program Only,D00A185,06100,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_62,Whole Blood & Packed Red Blood Cells,D00A185,06200,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_6250,Blood Clotting Factors for Hemoph.,D00A185,06250,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_63,"Blood Storing, Processing, Trans",D00A185,06300,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_64,Intravenous Therapy,D00A185,06400,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_65,Respiratory Therapy,D00A185,06500,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_66,Physical Therapy,D00A185,06600,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_67,Occupational Therapy,D00A185,06700,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_68,Speech Pathology,D00A185,06800,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_69,Electrocardiology,D00A185,06900,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_70,Electroencephalography,D00A185,07000,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_71,Medical Supplies Charged to Patients,D00A185,07100,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_72,Impl. Dev. Charged to Patients ,D00A185,07200,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_73,Drugs Charged to Patients,D00A185,07300,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,NUMERIC,,D_5_HOS_C4_74,Renal Dialysis,D00A185,07400,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_75,ASC (Non Distinct Part),D00A185,07500,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_76,Other Ancillary,D00A185,07600,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_88,RHC,D00A185,08800,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_89,FQHC,D00A185,08900,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_90,Clinic,D00A185,09000,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_91,Emergency,D00A185,09100,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_9201,Observation Beds (Distinct Unit),D00A185,09201,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_93,Other Outpatient Services,D00A185,09300,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,NUMERIC,,D_5_HOS_C4_94,Home Program Dialysis,D00A185,09400,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,NUMERIC,,D_5_HOS_C4_95,Ambulance Services,D00A185,09500,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_96,Durable Medical Equipment Rented,D00A185,09600,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_97,Durable Medical Equipment Sold,D00A185,09700,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,ROLLUP,,D_5_HOS_C4_98,Other Reimbursable,D00A185,09800,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST REIMBURSED SERVICES NOT SUBJECT TO DEDUCTIBLES AND COINSURANCE - CHARGES,NUMERIC,,D_5_HOS_C4_200,Total ,D00A185,20000,00400
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_50,Operating Room,D00A185,05000,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_51,Recovery Room,D00A185,05100,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_52,Delivery Room and Labor Room,D00A185,05200,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_53,Anesthesiology,D00A185,05300,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_54,Radiology-Diagnostic,D00A185,05400,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_55,Radiology-Therapeutic,D00A185,05500,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_56,Radioisotope,D00A185,05600,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_57,CT Scan,D00A185,05700,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_58,MRI,D00A185,05800,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_59,Cardiac Catheterization,D00A185,05900,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_60,Laboratory,D00A185,06000,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,NUMERIC,,D_5_HOS_C5_61,PBP Clinical Lab Services Program Only,D00A185,06100,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_62,Whole Blood & Packed Red Blood Cells,D00A185,06200,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_6250,Blood Clotting Factors for Hemoph.,D00A185,06250,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_63,"Blood Storing, Processing, Trans",D00A185,06300,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_64,Intravenous Therapy,D00A185,06400,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_65,Respiratory Therapy,D00A185,06500,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_66,Physical Therapy,D00A185,06600,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_67,Occupational Therapy,D00A185,06700,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_68,Speech Pathology,D00A185,06800,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_69,Electrocardiology,D00A185,06900,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_70,Electroencephalography,D00A185,07000,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_71,Medical Supplies Charged to Patients,D00A185,07100,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_72,Impl. Dev. Charged to Patients ,D00A185,07200,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_73,Drugs Charged to Patients,D00A185,07300,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,NUMERIC,,D_5_HOS_C5_74,Renal Dialysis,D00A185,07400,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_75,ASC (Non Distinct Part),D00A185,07500,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_76,Other Ancillary,D00A185,07600,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_88,RHC,D00A185,08800,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_89,FQHC,D00A185,08900,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_90,Clinic,D00A185,09000,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_91,Emergency,D00A185,09100,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_9201,Observation Beds (Distinct Unit),D00A185,09201,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_93,Other Outpatient Services,D00A185,09300,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,NUMERIC,,D_5_HOS_C5_94,Home Program Dialysis,D00A185,09400,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,NUMERIC,,D_5_HOS_C5_95,Ambulance Services,D00A185,09500,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_96,Durable Medical Equipment Rented,D00A185,09600,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_97,Durable Medical Equipment Sold,D00A185,09700,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,ROLLUP,,D_5_HOS_C5_98,Other Reimbursable,D00A185,09800,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,PPS SERVICES COST,NUMERIC,,D_5_HOS_C5_200,Total ,D00A185,20000,00500
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_50,Operating Room,D00A185,05000,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_51,Recovery Room,D00A185,05100,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_52,Delivery Room and Labor Room,D00A185,05200,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_53,Anesthesiology,D00A185,05300,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_54,Radiology-Diagnostic,D00A185,05400,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_55,Radiology-Therapeutic,D00A185,05500,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_56,Radioisotope,D00A185,05600,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_57,CT Scan,D00A185,05700,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_58,MRI,D00A185,05800,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_59,Cardiac Catheterization,D00A185,05900,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_60,Laboratory,D00A185,06000,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,NUMERIC,,D_5_HOS_C6_61,PBP Clinical Lab Services Program Only,D00A185,06100,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_62,Whole Blood & Packed Red Blood Cells,D00A185,06200,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_6250,Blood Clotting Factors for Hemoph.,D00A185,06250,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_63,"Blood Storing, Processing, Trans",D00A185,06300,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_64,Intravenous Therapy,D00A185,06400,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_65,Respiratory Therapy,D00A185,06500,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_66,Physical Therapy,D00A185,06600,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_67,Occupational Therapy,D00A185,06700,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_68,Speech Pathology,D00A185,06800,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_69,Electrocardiology,D00A185,06900,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_70,Electroencephalography,D00A185,07000,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_71,Medical Supplies Charged to Patients,D00A185,07100,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_72,Impl. Dev. Charged to Patients ,D00A185,07200,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_73,Drugs Charged to Patients,D00A185,07300,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,NUMERIC,,D_5_HOS_C6_74,Renal Dialysis,D00A185,07400,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_75,ASC (Non Distinct Part),D00A185,07500,00600
"2552-10 WORKSHEET D, PART V",APPORTIONMENT OF MEDICAL AND OTHER HEALTH SERVICES,COST SERVICES SUBJECT TO DEDUCTIBLES AND COINSURANCE - COST,ROLLUP,,D_5_HOS_C6_76,Other Ancillary,D00A185,07600,00600
